budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,clean_title,is_adaptation,Name,Authors,book_rating,primary_genre
7000000,,16651,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5565, ""name"": ""biography""}]",en,The Other Side of Heaven,"John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.",2.206097,"[{""name"": ""3Mark Entertainment"", ""id"": 3208}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-12,4720371,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""to"", ""name"": """"}]",Released,An Epic Journey.,The Other Side of Heaven,6.7,14,the other side of heaven,True,The Other Side Of Heaven,Gerald R. Molen,0.0,Action
7000000,,14112,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 3405, ""name"": ""blow job""}, {""id"": 4697, ""name"": ""video""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5906, ""name"": ""sex addiction""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 166770, ""name"": ""sex addict""}]",en,Auto Focus,"A successful TV star during the 1960s, former ""Hogan's Heroes"" actor Bob Crane projects a wholesome family-man image, but this front masks his persona as a sex addict who records and photographs his many encounters with women, often with the help of his seedy friend, John Henry Carpenter. This biographical drama reveals how Crane's double life takes its toll on him and his family, and ultimately contributes to his death",7.051521,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Propaganda Films"", ""id"": 278}, {""name"": ""Good Machine"", ""id"": 10565}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-18,2062066,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A day without sex is a day wasted.,Auto Focus,6.1,56,auto focus,True,Auto Focus,Robert Graysmith,3.47,Drama
6500000,,18923,"[{""id"": 237, ""name"": ""gay""}, {""id"": 740, ""name"": ""aids""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 11130, ""name"": ""art house""}, {""id"": 46959, ""name"": ""tantrum""}, {""id"": 154937, ""name"": ""bisexual""}, {""id"": 158718, ""name"": ""lgbt""}]",en,A Home at the End of the World,"Three friends form a bond over the year, Johnathan is gay, Clare is straight and Bobby is neither, instead he loves the people he loves. As their lives go on there is tension and tears which culminate in a strong yet fragile friendship between the three.",5.483531,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-23,1548955,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Family can be whatever you want it to be.,A Home at the End of the World,6.8,45,a home at the end of the world,True,A Home at the End of the World,Michael Cunningham,3.91,Romance
0,,11889,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 4193, ""name"": ""retiree""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5903, ""name"": ""alzheimer""}, {""id"": 7094, ""name"": ""pflegen""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10818, ""name"": ""author""}, {""id"": 154785, ""name"": ""short-term memory""}, {""id"": 163132, ""name"": ""photographic memory""}]",en,Iris,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",2.714043,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Intermedia Films"", ""id"": 763}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2001-12-14,0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Iris,6.2,47,iris,True,Iris,William Barton,3.11,Drama
4500000,,10339,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 4327, ""name"": ""stroke of fate""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 7240, ""name"": ""walrus""}, {""id"": 9748, ""name"": ""revenge""}]",en,Moby Dick,"In 1841, young Ishmael signs up for service abroad the Pequod, a whaler sailing out of New Bedford. The ship is under the command of Captain Ahab, a strict disciplinarian who exhorts his men to find Moby Dick, the great white whale. Ahab lost his his leg to that creature and is desperate for revenge. As the crew soon learns, he will stop at nothing to gain satisfaction.",5.224593,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moulin Productions Inc."", ""id"": 14373}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1956-06-27,10400000,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"From the immortal adventure classic...of whaling men, their ships, and the sea!",Moby Dick,6.9,89,moby dick,True,Moby Dick,Herman Melville,3.5,Adventure
0,http://www.anneofgreengables.com/,17663,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1329, ""name"": ""canada""}, {""id"": 5331, ""name"": ""village""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10873, ""name"": ""school""}, {""id"": 11162, ""name"": ""miniseries""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 15126, ""name"": ""historical""}, {""id"": 161155, ""name"": ""kids""}, {""id"": 214484, ""name"": ""redhead girl""}]",en,Anne of Green Gables,"At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley. Anne's a dreamer with an unusual point of view, far removed from Marilla's pragmatic ways, and it's only on trial that Marilla agrees to keep Anne.",8.772574,"[{""name"": ""Sullivan Entertainment"", ""id"": 12296}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-12-01,0,199.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Anne of Green Gables,8.2,68,anne of green gables,True,Anne of Green Gables,L.M. Montgomery,4.26,Drama
4000000,,5925,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 895, ""name"": ""optimism""}, {""id"": 1223, ""name"": ""switzerland""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 1505, ""name"": ""famous score""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2147, ""name"": ""claustrophobia""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 5034, ""name"": ""attempt to escape""}, {""id"": 5136, ""name"": ""uniform""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9774, ""name"": ""prison guard""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 11246, ""name"": ""barbed wire""}, {""id"": 11267, ""name"": ""solitary confinement""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 155815, ""name"": ""motorcycle jump""}, {""id"": 160175, ""name"": ""alps""}]",en,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",35.061467,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Mirisch Corporation"", ""id"": 219}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1963-06-20,11744471,172.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Put a fence in front of these men... and they'll climb it!,The Great Escape,7.8,717,the great escape,True,The Great Escape,Robert Klanten,4.75,Adventure
3180000,,1585,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 290, ""name"": ""angel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 156115, ""name"": ""feel-good ending""}, {""id"": 184559, ""name"": ""guardian angel""}, {""id"": 207317, ""name"": ""christmas""}]",en,It's a Wonderful Life,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",42.868495,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Liberty Films (II)"", ""id"": 11770}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1946-12-20,9644124,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8.0,1076,it's a wonderful life,True,It's a Wonderful Life,Edouard Boubat,3.67,Drama
4000000,http://www.miramax.com/movie/trainspotting/,627,"[{""id"": 212, ""name"": ""london england""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 2694, ""name"": ""cold turkey""}, {""id"": 3131, ""name"": ""modern society""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 11635, ""name"": ""monologue""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 155936, ""name"": ""recovering drug addict""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 168179, ""name"": ""drug deal""}, {""id"": 180431, ""name"": ""drug rehabilitation""}, {""id"": 206829, ""name"": ""drug culture""}, {""id"": 230607, ""name"": ""antihero""}]",en,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",63.513324,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Noel Gay Motion Picture Company"", ""id"": 358}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1996-02-23,16491080,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Choose life.,Trainspotting,7.8,2655,trainspotting,True,Trainspotting,Irvine Welsh,4.09,Drama
3000000,,252,"[{""id"": 715, ""name"": ""chocolate""}, {""id"": 730, ""name"": ""factory worker""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 985, ""name"": ""candy""}, {""id"": 986, ""name"": ""tv addicted person""}, {""id"": 987, ""name"": ""overweight child""}, {""id"": 1158, ""name"": ""grandfather grandson relationship""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10508, ""name"": ""teacher""}]",en,Willy Wonka & the Chocolate Factory,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,23.981601,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""David L. Wolper Productions"", ""id"": 3434}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1971-06-29,4000000,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,7.4,798,willy wonka & the chocolate factory,True,Willy Wonka & the Chocolate Factory,Leslie Bricusse,4.2,Family
2777000,http://thewizardofoz.warnerbros.com/,630,"[{""id"": 616, ""name"": ""witch""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 3151, ""name"": ""scarecrow""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4639, ""name"": ""crow""}, {""id"": 6027, ""name"": ""music""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 11409, ""name"": ""imaginary land""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 191616, ""name"": ""sepia color""}]",en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",67.417542,"[{""name"": ""Loew's Incorporated"", ""id"": 31892}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1939-08-15,33754967,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"We're off to see the Wizard, the wonderful Wizard of Oz!",The Wizard of Oz,7.4,1642,the wizard of oz,True,The Wizard of Oz,L. Frank Baum,3.99,Adventure
2000000,,595,"[{""id"": 577, ""name"": ""black people""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 2005, ""name"": ""tree house""}, {""id"": 2325, ""name"": ""wrong accusal""}, {""id"": 3009, ""name"": ""farm worker""}, {""id"": 3010, ""name"": ""intolerance""}, {""id"": 3011, ""name"": ""exclusion""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 6094, ""name"": ""defence""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 6148, ""name"": ""court""}, {""id"": 208349, ""name"": ""child""}]",en,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",22.139842,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1962-12-25,13129846,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,To Kill a Mockingbird,8.0,657,to kill a mockingbird,True,To Kill a Mockingbird,Harper Lee,4.28,Crime
2000000,,990,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 395, ""name"": ""gambling""}, {""id"": 554, ""name"": ""manager""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1356, ""name"": ""billard""}, {""id"": 2348, ""name"": ""hustler""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 10594, ""name"": ""money""}, {""id"": 18249, ""name"": ""game""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 199050, ""name"": ""player""}]",en,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,17.639478,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Rossen Films"", ""id"": 22820}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961-09-25,7600000,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,240,the hustler,True,The Hustler,Walter Tevis,4.14,Drama
1288000,,223,"[{""id"": 660, ""name"": ""monte carlo""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 8079, ""name"": ""cornwall""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 14769, ""name"": ""devotion""}, {""id"": 17997, ""name"": ""housekeeper""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155881, ""name"": ""estate""}, {""id"": 188990, ""name"": ""costume party""}, {""id"": 195402, ""name"": ""film noir""}, {""id"": 228602, ""name"": ""second wife""}]",en,Rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,18.426825,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1940-04-12,6000000,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The shadow of this woman darkened their love.,Rebecca,7.7,336,rebecca,True,Rebecca,Daphne du Maurier,4.23,Drama
